date,product,category,region,channel,quantity,revenue,profit,profit_margin,year,month,quarter,year_month
2024-01-01,Tablet Plus,Accessories,West,Partner,60,16119.79,2187.85,13.57,2024,1,1,2024-01
2024-01-01,Smartphone X,Computers,East,Retail,75,120100.22,16649.42,13.86,2024,1,1,2024-01
2024-01-01,Printer Laser,Audio,East,Online,16,16715.26,2504.2,14.98,2024,1,1,2024-01
2024-01-02,Tablet Plus,Electronics,West,Online,3,4895.54,862.04,17.61,2024,1,1,2024-01
2024-01-02,Laptop Pro,Computers,South,Online,86,74396.39,20497.07,27.55,2024,1,1,2024-01
2024-01-02,Smartphone X,Audio,North,Online,8,7586.8,2640.76,34.81,2024,1,1,2024-01
2024-01-02,Wireless Headphones,Electronics,Central,Partner,93,39913.74,8762.68,21.95,2024,1,1,2024-01
2024-01-02,External SSD,Electronics,North,Online,94,101807.2,15104.34,14.84,2024,1,1,2024-01
2024-01-02,Monitor 4K,Computers,North,Online,25,23806.26,5555.75,23.34,2024,1,1,2024-01
2024-01-02,Monitor 4K,Accessories,North,Partner,25,38653.64,13437.57,34.76,2024,1,1,2024-01
2024-01-02,Smartphone X,Computers,Central,Direct,85,32823.85,11090.92,33.79,2024,1,1,2024-01
2024-01-02,Smartphone X,Audio,South,Partner,34,10548.51,3056.14,28.97,2024,1,1,2024-01
2024-01-03,Keyboard Mechanical,Peripherals,Central,Retail,39,30859.68,12138.14,39.33,2024,1,1,2024-01
2024-01-03,Mouse Gaming,Accessories,Central,Partner,98,78926.17,29771.43,37.72,2024,1,1,2024-01
2024-01-03,Smartphone X,Accessories,North,Retail,76,67780.24,14795.1,21.83,2024,1,1,2024-01
2024-01-03,Keyboard Mechanical,Peripherals,South,Direct,11,1806.64,330.5,18.29,2024,1,1,2024-01
2024-01-03,Mouse Gaming,Computers,South,Retail,98,82238.74,19940.34,24.25,2024,1,1,2024-01
2024-01-03,Laptop Pro,Accessories,North,Direct,91,113730.35,25556.43,22.47,2024,1,1,2024-01
2024-01-03,Smartphone X,Audio,South,Direct,48,69044.99,10715.3,15.52,2024,1,1,2024-01
2024-01-04,Webcam HD,Peripherals,West,Retail,5,6707.01,2481.86,37.0,2024,1,1,2024-01
2024-01-04,External SSD,Audio,North,Direct,79,40784.99,11503.94,28.21,2024,1,1,2024-01
2024-01-05,Smartphone X,Peripherals,Central,Online,61,49494.47,5595.86,11.31,2024,1,1,2024-01
2024-01-05,Tablet Plus,Accessories,West,Retail,71,119190.69,46668.62,39.15,2024,1,1,2024-01
2024-01-05,Wireless Headphones,Audio,North,Partner,61,16537.56,2043.74,12.36,2024,1,1,2024-01
2024-01-05,Monitor 4K,Audio,Central,Partner,73,101246.93,11288.5,11.15,2024,1,1,2024-01
2024-01-05,Keyboard Mechanical,Electronics,South,Direct,11,18319.99,2339.0,12.77,2024,1,1,2024-01
2024-01-05,Desktop Computer,Accessories,Central,Retail,43,33029.21,8339.58,25.25,2024,1,1,2024-01
2024-01-05,Printer Laser,Computers,East,Partner,65,107629.42,23579.74,21.91,2024,1,1,2024-01
2024-01-05,Wireless Headphones,Electronics,East,Partner,89,169051.0,48734.79,28.83,2024,1,1,2024-01
2024-01-05,Monitor 4K,Peripherals,North,Partner,72,25896.5,9543.05,36.85,2024,1,1,2024-01
2024-01-05,Keyboard Mechanical,Electronics,South,Retail,17,9155.32,2221.36,24.26,2024,1,1,2024-01
2024-01-05,Laptop Pro,Computers,North,Retail,42,53935.24,5637.33,10.45,2024,1,1,2024-01
2024-01-05,Smartphone X,Peripherals,East,Partner,65,46545.59,10378.12,22.3,2024,1,1,2024-01
2024-01-05,Monitor 4K,Audio,West,Online,84,10736.39,2117.45,19.72,2024,1,1,2024-01
2024-01-06,Monitor 4K,Audio,South,Online,3,1387.23,535.19,38.58,2024,1,1,2024-01
2024-01-06,External SSD,Computers,North,Online,99,132606.88,24773.14,18.68,2024,1,1,2024-01
2024-01-06,Wireless Headphones,Accessories,West,Retail,76,86909.71,18035.69,20.75,2024,1,1,2024-01
2024-01-06,Smart Watch,Accessories,Central,Retail,75,115954.08,17950.86,15.48,2024,1,1,2024-01
2024-01-06,Webcam HD,Audio,Central,Retail,63,22432.02,5385.29,24.01,2024,1,1,2024-01
2024-01-06,Wireless Headphones,Audio,East,Online,57,79885.08,25550.4,31.98,2024,1,1,2024-01
2024-01-06,Desktop Computer,Accessories,Central,Partner,91,119651.55,19512.06,16.31,2024,1,1,2024-01
2024-01-06,Desktop Computer,Computers,Central,Online,80,55365.66,20882.54,37.72,2024,1,1,2024-01
2024-01-06,External SSD,Audio,Central,Direct,81,141205.24,43176.87,30.58,2024,1,1,2024-01
2024-01-06,Desktop Computer,Peripherals,East,Direct,76,96107.49,33713.8,35.08,2024,1,1,2024-01
2024-01-06,Laptop Pro,Accessories,South,Online,94,119434.33,44086.58,36.91,2024,1,1,2024-01
2024-01-06,Webcam HD,Audio,South,Direct,67,26362.29,10271.86,38.96,2024,1,1,2024-01
2024-01-06,Smart Watch,Computers,East,Retail,23,33776.51,7265.86,21.51,2024,1,1,2024-01
2024-01-07,Webcam HD,Computers,South,Online,95,150314.62,59765.83,39.76,2024,1,1,2024-01
2024-01-07,External SSD,Accessories,Central,Direct,91,88854.25,13556.08,15.26,2024,1,1,2024-01
2024-01-07,Keyboard Mechanical,Electronics,Central,Direct,3,5396.23,1661.85,30.8,2024,1,1,2024-01
2024-01-07,External SSD,Accessories,North,Partner,55,9902.9,3182.24,32.13,2024,1,1,2024-01
2024-01-07,Wireless Headphones,Audio,North,Retail,5,2196.19,524.26,23.87,2024,1,1,2024-01
2024-01-07,Webcam HD,Accessories,North,Direct,8,15870.83,5333.67,33.61,2024,1,1,2024-01
2024-01-08,Smart Watch,Audio,West,Retail,66,60034.52,21219.24,35.35,2024,1,1,2024-01
2024-01-08,External SSD,Peripherals,Central,Partner,14,26906.73,8340.14,31.0,2024,1,1,2024-01
2024-01-08,Desktop Computer,Computers,West,Direct,72,86954.46,17868.35,20.55,2024,1,1,2024-01
2024-01-08,Wireless Headphones,Audio,East,Online,59,40369.55,5339.15,13.23,2024,1,1,2024-01
2024-01-08,Smart Watch,Computers,West,Partner,98,68783.7,16229.12,23.59,2024,1,1,2024-01
2024-01-08,Laptop Pro,Computers,West,Partner,80,91383.53,25586.05,28.0,2024,1,1,2024-01
2024-01-09,Smartphone X,Computers,North,Partner,11,3522.22,1121.2,31.83,2024,1,1,2024-01
2024-01-09,Printer Laser,Computers,North,Partner,54,37103.52,5665.41,15.27,2024,1,1,2024-01
2024-01-09,Desktop Computer,Electronics,West,Direct,82,92148.71,35769.88,38.82,2024,1,1,2024-01
2024-01-09,Laptop Pro,Electronics,East,Retail,9,12399.71,2881.27,23.24,2024,1,1,2024-01
2024-01-10,Desktop Computer,Computers,Central,Online,100,114347.85,18457.32,16.14,2024,1,1,2024-01
2024-01-10,Laptop Pro,Audio,South,Retail,24,28949.46,4779.5,16.51,2024,1,1,2024-01
2024-01-10,Wireless Headphones,Peripherals,Central,Retail,61,63807.81,9421.31,14.77,2024,1,1,2024-01
2024-01-10,External SSD,Audio,Central,Partner,75,71416.94,21449.06,30.03,2024,1,1,2024-01
2024-01-10,Laptop Pro,Accessories,Central,Direct,88,165199.28,29648.74,17.95,2024,1,1,2024-01
2024-01-10,Tablet Plus,Computers,West,Retail,6,9590.43,1989.98,20.75,2024,1,1,2024-01
2024-01-10,Monitor 4K,Electronics,Central,Retail,59,13831.83,4827.63,34.9,2024,1,1,2024-01
2024-01-11,Webcam HD,Accessories,Central,Online,40,5153.53,1025.77,19.9,2024,1,1,2024-01
2024-01-11,Smart Watch,Electronics,West,Partner,80,86653.06,12239.46,14.12,2024,1,1,2024-01
2024-01-11,Smartphone X,Computers,North,Direct,77,15383.13,5004.92,32.54,2024,1,1,2024-01
2024-01-11,Laptop Pro,Computers,South,Partner,44,38418.27,5929.94,15.44,2024,1,1,2024-01
2024-01-11,Mouse Gaming,Electronics,West,Retail,14,27720.88,8892.76,32.08,2024,1,1,2024-01
2024-01-11,Laptop Pro,Accessories,West,Online,85,83215.11,9390.83,11.29,2024,1,1,2024-01
2024-01-12,Laptop Pro,Peripherals,East,Direct,90,76692.41,28248.4,36.83,2024,1,1,2024-01
2024-01-12,Smartphone X,Electronics,East,Direct,41,52056.67,5296.46,10.17,2024,1,1,2024-01
2024-01-12,External SSD,Audio,Central,Partner,36,3108.99,613.28,19.73,2024,1,1,2024-01
2024-01-12,Desktop Computer,Audio,North,Retail,53,6447.89,864.43,13.41,2024,1,1,2024-01
2024-01-12,External SSD,Electronics,West,Online,35,3222.42,556.22,17.26,2024,1,1,2024-01
2024-01-12,Desktop Computer,Peripherals,North,Online,20,1987.37,487.21,24.52,2024,1,1,2024-01
2024-01-12,Mouse Gaming,Accessories,North,Direct,78,15904.8,6338.53,39.85,2024,1,1,2024-01
2024-01-13,Monitor 4K,Computers,Central,Direct,94,150804.87,39087.72,25.92,2024,1,1,2024-01
2024-01-13,Keyboard Mechanical,Peripherals,West,Direct,1,1337.45,529.43,39.59,2024,1,1,2024-01
2024-01-13,Wireless Headphones,Accessories,East,Online,57,102409.11,23841.71,23.28,2024,1,1,2024-01
2024-01-13,Mouse Gaming,Electronics,North,Partner,6,10634.84,1417.0,13.32,2024,1,1,2024-01
2024-01-13,Tablet Plus,Electronics,South,Partner,74,15651.23,2000.33,12.78,2024,1,1,2024-01
2024-01-13,Smartphone X,Electronics,Central,Partner,22,18693.12,3286.81,17.58,2024,1,1,2024-01
2024-01-13,Smart Watch,Peripherals,North,Partner,36,4153.68,1214.96,29.25,2024,1,1,2024-01
2024-01-13,Monitor 4K,Audio,West,Online,90,71745.41,15654.87,21.82,2024,1,1,2024-01
2024-01-13,Wireless Headphones,Accessories,Central,Partner,32,47749.54,11420.64,23.92,2024,1,1,2024-01
2024-01-14,Wireless Headphones,Computers,West,Partner,57,20551.08,6848.37,33.32,2024,1,1,2024-01
2024-01-14,Smart Watch,Audio,West,Retail,24,41180.69,13636.05,33.11,2024,1,1,2024-01
2024-01-14,Laptop Pro,Peripherals,North,Partner,80,148345.71,55647.37,37.51,2024,1,1,2024-01
2024-01-15,Keyboard Mechanical,Peripherals,East,Partner,23,13934.21,5346.99,38.37,2024,1,1,2024-01
2024-01-15,Smartphone X,Audio,East,Direct,22,30004.91,3992.16,13.31,2024,1,1,2024-01
2024-01-15,Keyboard Mechanical,Accessories,Central,Partner,17,25852.85,9918.04,38.36,2024,1,1,2024-01
2024-01-16,Desktop Computer,Electronics,South,Partner,5,2517.56,962.75,38.24,2024,1,1,2024-01
2024-01-16,Keyboard Mechanical,Peripherals,West,Online,46,7153.82,1439.33,20.12,2024,1,1,2024-01
2024-01-16,Wireless Headphones,Accessories,South,Direct,14,3081.41,428.76,13.91,2024,1,1,2024-01
2024-01-16,Keyboard Mechanical,Computers,South,Online,92,114354.7,37471.86,32.77,2024,1,1,2024-01
2024-01-16,Smartphone X,Electronics,Central,Online,83,104855.62,20046.26,19.12,2024,1,1,2024-01
2024-01-16,Monitor 4K,Peripherals,South,Retail,16,23314.41,4063.76,17.43,2024,1,1,2024-01
2024-01-16,External SSD,Audio,West,Partner,24,40710.41,5449.19,13.39,2024,1,1,2024-01
2024-01-17,Smartphone X,Peripherals,East,Partner,75,82365.83,18932.46,22.99,2024,1,1,2024-01
2024-01-17,Tablet Plus,Peripherals,North,Partner,53,71895.87,14816.26,20.61,2024,1,1,2024-01
2024-01-17,Mouse Gaming,Electronics,West,Retail,4,4707.46,1031.9,21.92,2024,1,1,2024-01
2024-01-17,Monitor 4K,Electronics,East,Online,68,36160.03,5489.09,15.18,2024,1,1,2024-01
2024-01-17,Laptop Pro,Accessories,East,Partner,58,37744.45,13674.46,36.23,2024,1,1,2024-01
2024-01-17,Webcam HD,Accessories,West,Online,60,116441.3,14621.25,12.56,2024,1,1,2024-01
2024-01-17,Keyboard Mechanical,Electronics,Central,Online,82,84917.9,29380.65,34.6,2024,1,1,2024-01
2024-01-17,Desktop Computer,Peripherals,North,Partner,77,76820.56,14628.44,19.04,2024,1,1,2024-01
2024-01-18,Mouse Gaming,Audio,Central,Direct,45,21473.52,6977.77,32.49,2024,1,1,2024-01
2024-01-18,Monitor 4K,Audio,East,Online,5,4235.68,1684.71,39.77,2024,1,1,2024-01
2024-01-18,Tablet Plus,Electronics,North,Online,80,41915.54,15844.87,37.8,2024,1,1,2024-01
2024-01-18,Laptop Pro,Audio,West,Partner,70,93665.6,22364.63,23.88,2024,1,1,2024-01
2024-01-18,External SSD,Electronics,Central,Retail,92,78508.3,8287.43,10.56,2024,1,1,2024-01
2024-01-18,Laptop Pro,Accessories,East,Online,86,100825.91,34673.39,34.39,2024,1,1,2024-01
2024-01-18,Printer Laser,Computers,East,Direct,58,10039.44,2118.35,21.1,2024,1,1,2024-01
2024-01-18,Printer Laser,Audio,Central,Retail,91,104954.69,20860.59,19.88,2024,1,1,2024-01
2024-01-18,Mouse Gaming,Peripherals,North,Retail,70,57704.97,8232.22,14.27,2024,1,1,2024-01
2024-01-18,Mouse Gaming,Electronics,North,Online,69,100741.31,24593.67,24.41,2024,1,1,2024-01
2024-01-18,Monitor 4K,Peripherals,South,Direct,76,137170.38,19460.16,14.19,2024,1,1,2024-01
2024-01-18,Smartphone X,Electronics,South,Online,28,8791.14,900.93,10.25,2024,1,1,2024-01
2024-01-18,Smartphone X,Accessories,Central,Online,60,91281.67,35449.73,38.84,2024,1,1,2024-01
2024-01-18,Keyboard Mechanical,Electronics,Central,Retail,4,681.37,121.18,17.79,2024,1,1,2024-01
2024-01-19,Keyboard Mechanical,Electronics,South,Partner,83,139668.35,53464.66,38.28,2024,1,1,2024-01
2024-01-19,External SSD,Accessories,East,Retail,65,122515.29,38452.48,31.39,2024,1,1,2024-01
2024-01-19,External SSD,Electronics,North,Online,58,78340.61,24076.6,30.73,2024,1,1,2024-01
2024-01-19,External SSD,Electronics,South,Partner,58,15076.46,3215.64,21.33,2024,1,1,2024-01
2024-01-19,External SSD,Audio,Central,Partner,99,18728.26,6788.75,36.25,2024,1,1,2024-01
2024-01-19,Wireless Headphones,Electronics,North,Direct,49,49343.7,16166.42,32.76,2024,1,1,2024-01
2024-01-19,Keyboard Mechanical,Peripherals,West,Retail,48,32522.65,8379.22,25.76,2024,1,1,2024-01
2024-01-19,Mouse Gaming,Peripherals,West,Direct,84,11382.9,1795.7,15.78,2024,1,1,2024-01
2024-01-19,Desktop Computer,Electronics,South,Partner,40,25316.96,7119.24,28.12,2024,1,1,2024-01
2024-01-20,Tablet Plus,Peripherals,South,Retail,71,52817.95,15178.1,28.74,2024,1,1,2024-01
2024-01-20,Monitor 4K,Computers,North,Retail,99,24622.05,4689.88,19.05,2024,1,1,2024-01
2024-01-20,Laptop Pro,Audio,South,Direct,57,8320.17,1828.39,21.98,2024,1,1,2024-01
2024-01-20,Smart Watch,Electronics,East,Online,71,7194.81,1417.47,19.7,2024,1,1,2024-01
2024-01-20,External SSD,Peripherals,East,Direct,44,42803.29,12041.06,28.13,2024,1,1,2024-01
2024-01-20,Smart Watch,Electronics,South,Retail,87,87617.45,21448.98,24.48,2024,1,1,2024-01
2024-01-21,Printer Laser,Peripherals,East,Retail,62,58622.92,11007.08,18.78,2024,1,1,2024-01
2024-01-21,Printer Laser,Accessories,West,Online,48,50521.89,10416.06,20.62,2024,1,1,2024-01
2024-01-21,Wireless Headphones,Electronics,North,Direct,23,33014.7,5953.87,18.03,2024,1,1,2024-01
2024-01-21,Tablet Plus,Peripherals,West,Retail,39,66542.38,23773.09,35.73,2024,1,1,2024-01
2024-01-21,Mouse Gaming,Audio,North,Online,33,13807.52,5223.96,37.83,2024,1,1,2024-01
2024-01-21,Smartphone X,Computers,South,Direct,86,16766.15,4418.83,26.36,2024,1,1,2024-01
2024-01-21,External SSD,Audio,East,Retail,84,117298.26,41895.67,35.72,2024,1,1,2024-01
2024-01-22,Keyboard Mechanical,Accessories,Central,Direct,52,73406.19,23040.33,31.39,2024,1,1,2024-01
2024-01-22,Webcam HD,Peripherals,South,Online,44,2409.73,403.15,16.73,2024,1,1,2024-01
2024-01-22,Smartphone X,Accessories,South,Retail,5,8750.83,3481.6,39.79,2024,1,1,2024-01
2024-01-22,Laptop Pro,Accessories,North,Online,44,50203.24,9234.43,18.39,2024,1,1,2024-01
2024-01-22,Tablet Plus,Electronics,North,Online,15,25622.34,8390.02,32.74,2024,1,1,2024-01
2024-01-22,Webcam HD,Audio,South,Partner,10,17308.68,2114.55,12.22,2024,1,1,2024-01
2024-01-22,Wireless Headphones,Computers,East,Retail,3,1319.92,298.97,22.65,2024,1,1,2024-01
2024-01-22,Webcam HD,Electronics,East,Direct,68,134320.18,20481.9,15.25,2024,1,1,2024-01
2024-01-22,Printer Laser,Audio,East,Online,64,74715.01,21821.71,29.21,2024,1,1,2024-01
2024-01-22,Smartphone X,Electronics,West,Partner,31,26961.89,4585.1,17.01,2024,1,1,2024-01
2024-01-22,Webcam HD,Computers,South,Direct,91,172345.9,27912.83,16.2,2024,1,1,2024-01
2024-01-22,Keyboard Mechanical,Accessories,South,Retail,30,34950.16,12470.35,35.68,2024,1,1,2024-01
2024-01-22,Monitor 4K,Electronics,North,Online,83,127713.7,48582.71,38.04,2024,1,1,2024-01
2024-01-22,Desktop Computer,Audio,East,Retail,26,8510.11,1088.93,12.8,2024,1,1,2024-01
2024-01-22,Smartphone X,Audio,North,Direct,72,18246.32,4474.57,24.52,2024,1,1,2024-01
2024-01-22,Desktop Computer,Accessories,North,Partner,36,52617.73,13628.55,25.9,2024,1,1,2024-01
2024-01-22,Keyboard Mechanical,Accessories,North,Direct,87,98660.6,26433.47,26.79,2024,1,1,2024-01
2024-01-23,Webcam HD,Peripherals,Central,Partner,67,69820.22,8434.35,12.08,2024,1,1,2024-01
2024-01-23,Printer Laser,Computers,Central,Online,32,26541.82,3887.27,14.65,2024,1,1,2024-01
2024-01-23,Webcam HD,Peripherals,East,Partner,64,54877.82,6867.21,12.51,2024,1,1,2024-01
2024-01-23,Smart Watch,Audio,West,Online,44,73237.14,18697.13,25.53,2024,1,1,2024-01
2024-01-24,External SSD,Computers,West,Partner,63,34762.59,13555.76,39.0,2024,1,1,2024-01
2024-01-24,Smart Watch,Peripherals,South,Partner,100,169356.12,19777.64,11.68,2024,1,1,2024-01
2024-01-24,Monitor 4K,Computers,West,Online,45,21294.64,5385.35,25.29,2024,1,1,2024-01
2024-01-24,Smart Watch,Audio,East,Online,96,92841.44,24308.28,26.18,2024,1,1,2024-01
2024-01-24,Smartphone X,Electronics,West,Direct,40,11224.49,2424.64,21.6,2024,1,1,2024-01
2024-01-25,External SSD,Accessories,West,Partner,24,47616.77,17361.94,36.46,2024,1,1,2024-01
2024-01-25,Laptop Pro,Accessories,Central,Online,24,9319.92,1664.95,17.86,2024,1,1,2024-01
2024-01-25,Mouse Gaming,Accessories,West,Online,49,82984.41,26311.82,31.71,2024,1,1,2024-01
2024-01-25,Monitor 4K,Peripherals,South,Retail,97,188495.51,73387.43,38.93,2024,1,1,2024-01
2024-01-25,Tablet Plus,Computers,North,Online,57,24055.68,4669.39,19.41,2024,1,1,2024-01
2024-01-25,External SSD,Electronics,East,Direct,83,18959.88,5695.45,30.04,2024,1,1,2024-01
2024-01-25,Mouse Gaming,Electronics,East,Direct,69,120074.27,15178.13,12.64,2024,1,1,2024-01
2024-01-25,Laptop Pro,Peripherals,East,Retail,63,111479.9,25751.31,23.1,2024,1,1,2024-01
2024-01-25,Monitor 4K,Peripherals,East,Retail,55,26535.39,6468.23,24.38,2024,1,1,2024-01
2024-01-25,External SSD,Electronics,Central,Direct,84,149097.4,32347.32,21.7,2024,1,1,2024-01
2024-01-25,Desktop Computer,Computers,Central,Online,59,78921.8,23296.76,29.52,2024,1,1,2024-01
2024-01-26,Keyboard Mechanical,Computers,West,Direct,5,2019.7,555.84,27.52,2024,1,1,2024-01
2024-01-26,Webcam HD,Computers,East,Partner,88,175711.68,60865.84,34.64,2024,1,1,2024-01
2024-01-26,Wireless Headphones,Computers,South,Direct,23,37284.23,8443.24,22.65,2024,1,1,2024-01
2024-01-26,Monitor 4K,Peripherals,North,Partner,79,132455.6,24074.16,18.18,2024,1,1,2024-01
2024-01-26,Smartphone X,Computers,North,Retail,75,108845.4,33869.06,31.12,2024,1,1,2024-01
2024-01-26,Desktop Computer,Audio,South,Direct,33,4080.8,548.48,13.44,2024,1,1,2024-01
2024-01-27,Webcam HD,Accessories,West,Retail,43,47445.11,9498.4,20.02,2024,1,1,2024-01
2024-01-27,Smartphone X,Audio,South,Partner,23,6822.32,1384.78,20.3,2024,1,1,2024-01
2024-01-27,Monitor 4K,Audio,North,Retail,24,10828.17,3226.55,29.8,2024,1,1,2024-01
2024-01-27,Webcam HD,Audio,South,Partner,24,11248.71,2052.83,18.25,2024,1,1,2024-01
2024-01-27,Printer Laser,Audio,South,Partner,23,9646.82,2683.89,27.82,2024,1,1,2024-01
2024-01-27,Printer Laser,Audio,West,Direct,100,121989.93,18342.93,15.04,2024,1,1,2024-01
2024-01-27,Desktop Computer,Accessories,South,Online,87,166164.36,52761.23,31.75,2024,1,1,2024-01
2024-01-29,Smart Watch,Audio,South,Online,2,271.65,104.88,38.61,2024,1,1,2024-01
2024-01-29,Tablet Plus,Audio,Central,Direct,36,2849.23,425.57,14.94,2024,1,1,2024-01
2024-01-29,Tablet Plus,Peripherals,East,Online,58,66955.0,13563.03,20.26,2024,1,1,2024-01
2024-01-29,Smart Watch,Electronics,North,Partner,50,85820.99,21335.72,24.86,2024,1,1,2024-01
2024-01-29,Mouse Gaming,Computers,North,Partner,16,17284.38,5782.12,33.45,2024,1,1,2024-01
2024-01-29,Monitor 4K,Peripherals,Central,Retail,9,4926.06,1435.41,29.14,2024,1,1,2024-01
2024-01-30,Desktop Computer,Accessories,West,Direct,53,52391.17,14696.93,28.05,2024,1,1,2024-01
2024-01-30,Webcam HD,Audio,South,Partner,74,104962.38,24704.96,23.54,2024,1,1,2024-01
2024-01-30,Monitor 4K,Electronics,South,Partner,81,64301.19,9311.79,14.48,2024,1,1,2024-01
2024-01-30,Tablet Plus,Accessories,East,Retail,88,162562.16,35019.65,21.54,2024,1,1,2024-01
2024-01-31,Monitor 4K,Computers,Central,Direct,46,53258.55,10865.55,20.4,2024,1,1,2024-01
2024-01-31,Mouse Gaming,Accessories,North,Partner,99,150893.46,45876.28,30.4,2024,1,1,2024-01
2024-01-31,Smart Watch,Accessories,Central,Retail,75,52504.2,15703.15,29.91,2024,1,1,2024-01
2024-01-31,Smart Watch,Computers,East,Retail,37,63777.36,8417.7,13.2,2024,1,1,2024-01
2024-01-31,Wireless Headphones,Peripherals,Central,Online,66,55762.21,13491.09,24.19,2024,1,1,2024-01
2024-02-01,Keyboard Mechanical,Audio,South,Retail,5,2134.28,475.04,22.26,2024,2,1,2024-02
2024-02-01,Tablet Plus,Computers,West,Retail,54,3866.69,848.53,21.94,2024,2,1,2024-02
2024-02-01,Desktop Computer,Accessories,North,Partner,45,71442.63,12312.26,17.23,2024,2,1,2024-02
2024-02-02,Monitor 4K,Electronics,North,Online,43,75557.46,28338.73,37.51,2024,2,1,2024-02
2024-02-02,Mouse Gaming,Peripherals,North,Retail,66,89153.5,12804.3,14.36,2024,2,1,2024-02
2024-02-02,Laptop Pro,Audio,East,Partner,97,21920.85,3740.53,17.06,2024,2,1,2024-02
2024-02-02,Wireless Headphones,Accessories,South,Partner,58,76042.43,26929.67,35.41,2024,2,1,2024-02
2024-02-02,Smartphone X,Electronics,West,Online,47,22291.72,2539.61,11.39,2024,2,1,2024-02
2024-02-02,Smartphone X,Computers,East,Online,1,1301.74,322.28,24.76,2024,2,1,2024-02
2024-02-02,Wireless Headphones,Audio,Central,Online,39,29916.85,10910.09,36.47,2024,2,1,2024-02
2024-02-02,Webcam HD,Audio,East,Direct,100,151042.19,48878.27,32.36,2024,2,1,2024-02
2024-02-03,Laptop Pro,Audio,South,Partner,50,30934.6,10949.85,35.4,2024,2,1,2024-02
2024-02-03,Smart Watch,Audio,East,Online,6,6472.34,1012.43,15.64,2024,2,1,2024-02
2024-02-03,Smartphone X,Peripherals,South,Direct,11,9726.01,1662.16,17.09,2024,2,1,2024-02
2024-02-03,Tablet Plus,Accessories,Central,Direct,17,16657.97,2960.43,17.77,2024,2,1,2024-02
2024-02-03,Smartphone X,Computers,East,Online,100,27149.77,8566.42,31.55,2024,2,1,2024-02
2024-02-03,Laptop Pro,Audio,East,Direct,78,90352.73,25904.19,28.67,2024,2,1,2024-02
2024-02-03,Laptop Pro,Electronics,North,Online,15,23675.32,7106.54,30.02,2024,2,1,2024-02
2024-02-03,Laptop Pro,Computers,North,Direct,51,89911.82,33810.47,37.6,2024,2,1,2024-02
2024-02-03,Smartphone X,Peripherals,East,Direct,58,63288.62,24680.8,39.0,2024,2,1,2024-02
2024-02-03,Laptop Pro,Peripherals,Central,Partner,74,143379.49,34328.84,23.94,2024,2,1,2024-02
2024-02-04,Monitor 4K,Computers,East,Online,31,27074.37,6903.5,25.5,2024,2,1,2024-02
2024-02-04,Webcam HD,Audio,South,Retail,94,35863.17,5786.58,16.14,2024,2,1,2024-02
2024-02-04,Wireless Headphones,Electronics,Central,Online,11,734.9,105.77,14.39,2024,2,1,2024-02
2024-02-04,Wireless Headphones,Accessories,West,Online,77,27262.74,4739.68,17.39,2024,2,1,2024-02
2024-02-04,Monitor 4K,Computers,Central,Direct,99,89001.32,13963.62,15.69,2024,2,1,2024-02
2024-02-04,Laptop Pro,Electronics,South,Partner,34,30020.02,10707.31,35.67,2024,2,1,2024-02
2024-02-04,Monitor 4K,Peripherals,Central,Retail,35,35071.66,8092.81,23.08,2024,2,1,2024-02
2024-02-04,Desktop Computer,Electronics,West,Retail,66,113625.9,15164.83,13.35,2024,2,1,2024-02
2024-02-05,Smart Watch,Audio,Central,Direct,46,57639.49,19017.64,32.99,2024,2,1,2024-02
2024-02-05,Laptop Pro,Electronics,Central,Online,2,230.2,43.9,19.07,2024,2,1,2024-02
2024-02-05,Printer Laser,Accessories,South,Partner,78,122572.96,12845.77,10.48,2024,2,1,2024-02
2024-02-05,Keyboard Mechanical,Electronics,East,Partner,68,85006.69,10328.74,12.15,2024,2,1,2024-02
2024-02-05,Tablet Plus,Electronics,Central,Retail,81,94968.15,33883.07,35.68,2024,2,1,2024-02
2024-02-05,Keyboard Mechanical,Electronics,West,Partner,43,16836.46,6341.99,37.67,2024,2,1,2024-02
2024-02-06,Smart Watch,Peripherals,North,Online,94,52652.71,9351.04,17.76,2024,2,1,2024-02
2024-02-06,Webcam HD,Accessories,South,Online,7,12932.92,3802.07,29.4,2024,2,1,2024-02
2024-02-06,Tablet Plus,Peripherals,Central,Direct,40,50072.6,9999.48,19.97,2024,2,1,2024-02
2024-02-06,Laptop Pro,Accessories,North,Online,92,117695.53,27015.41,22.95,2024,2,1,2024-02
2024-02-07,Wireless Headphones,Audio,South,Partner,54,14047.73,1600.74,11.4,2024,2,1,2024-02
2024-02-07,Smart Watch,Audio,East,Partner,78,131104.95,25975.34,19.81,2024,2,1,2024-02
2024-02-07,Monitor 4K,Peripherals,South,Online,72,136714.53,40212.12,29.41,2024,2,1,2024-02
2024-02-07,Desktop Computer,Accessories,North,Online,29,41265.7,16342.64,39.6,2024,2,1,2024-02
2024-02-07,Desktop Computer,Electronics,Central,Retail,70,84338.99,12986.36,15.4,2024,2,1,2024-02
2024-02-07,Printer Laser,Peripherals,East,Online,81,33400.61,7393.43,22.14,2024,2,1,2024-02
2024-02-07,Desktop Computer,Peripherals,Central,Direct,75,31583.51,6355.06,20.12,2024,2,1,2024-02
2024-02-08,Smartphone X,Electronics,South,Retail,56,52821.16,10124.01,19.17,2024,2,1,2024-02
